"StationID_Master"	"clust"	"StressSampDate"	"RespSampDate"	"StressSampID"	"BioComm"	"RespSampID"	"Quality"	"CSCI"	"RespSampFlag"	"HighDur_Dry"	"HighDur_Wet"	"HighNum_Dry"	"MaxMonthQ_Dry"	"MaxMonthQ_Wet"	"NoDisturb_Average"	"NoDisturb_Dry"	"Q99_Average"	"Qmax_Dry"	"QmaxIDR_All"	"RBI_Dry"	"AFDM_algae_particulate_g_m2"	"Alkalinity_CaCO3_f_mg_L"	"Alkalinity_CaCO3_fld_mg_L"	"Alkalinity_CaCO3_uf_mg_L"	"Aluminum_f_ug_L"	"Aluminum_tot_mg_kg_dw"	"Aluminum_uf_ug_L"	"ANC_ueq_L"	"Antimony_f_ug_L"	"Antimony_uf_ug_L"	"Arsenic_f_ug_L"	"Arsenic_tot_mg_kg_dw"	"Arsenic_uf_ug_L"	"Azinphos_Methyl_ug_L"	"Barium_f_ug_L"	"Barium_uf_ug_L"	"Benz_a_anthracene_ug_L"	"Benzo_a_pyrene_ug_L"	"Benzo_k_fluoranthene_ug_L"	"Bifenthrin_tot_ng_g_dw"	"Bifenthrin_ug_L"	"Boron_uf_mg_L"	"Bromodichloromethane_ug_L"	"Cadmium_f_ug_L"	"Cadmium_tot_mg_kg_dw"	"Cadmium_uf_ug_L"	"Calcium_f_mg_L"	"Calcium_uf_mg_L"	"Carbophenothion_ug_L"	"Chlor_a_particulate_mg_m2"	"Chlor_a_particulate_ug_L"	"Chlordene_cis_ug_L"	"Chlordene_trans_ug_L"	"Chloride_f_mg_L"	"Chloroform_ug_L"	"Chlorpyrifos_ug_L"	"Chromium_f_ug_L"	"Chromium_tot_mg_kg_dw"	"Chromium_ug_L"	"Chrysene_ug_L"	"Clay_LT0_0039mm_pct"	"Clay_LT0_005mm_pct"	"Cobalt_f_ug_L"	"Cobalt_uf_ug_L"	"Copper_f_ug_L"	"Copper_tot_mg_kg_dw"	"Copper_uf_ug_L"	"Cyfluthrin_tot_ng_g_dw"	"Cyfluthrin_Total_ug_L"	"Cyhalothrin_lambda_tot_ng_g_dw"	"Cyhalothrin_Total_lambda_ug_L"	"Cypermethrin_tot_ng_g_dw"	"Cypermethrin_Total_ug_L"	"Dacthal_tot_ng_g_dw"	"Dacthal_ug_L"	"DDD_o_pprime_ug_L"	"DDD_p_pprime_ug_L"	"DDE_p_pprime_ug_L"	"DDT_p_pprime_tot_ng_g_dw"	"DDT_p_pprime_ug_L"	"Deltamethrin_Tralomethrin_ug_L"	"Deltamethrin_ug_L"	"DeltamethrinTralomethrine_tot_ng_g_dw"	"Demeton_s_ug_L"	"Diazinon_ug_L"	"Dibromochloromethane_ug_L"	"DIC_f_mg_L"	"Dichlofenthion_ug_L"	"Dicrotophos_ug_L"	"Dimethoate_ug_L"	"Dioxathion_ug_L"	"Disulfoton_ug_L"	"DO_fld_mg_L"	"DOC_f_mg_L"	"E_coli_MPN_100mL"	"Endosulfan_Sulfate_ug_L"	"Endrin_Aldehyde_ug_L"	"Enterococcus_MPN_100mL"	"Esfenvalerate_Fenvalerate_Total_ug_L"	"EsfenvalerateFenvalerate_tot_ng_g_dw"	"Ev_FlowHab_score"	"FecalColiform_MPN_100mL"	"Fenpropathrin_tot_ng_g_dw"	"Fenpropathrin_ug_L"	"Fenthion_ug_L"	"Fluoride_mg_L"	"Gravel_4_75_LT75mm_pct"	"H_AqHab_score"	"H_SubNat_score"	"Hardness_CaCO3_f_mg_L"	"Hardness_CaCO3_uf_mg_L"	"HCH_delta_ug_L"	"Hexachlorobenzene_ug_L"	"IPI"	"Iron_f_ug_L"	"Iron_uf_ug_L"	"Lead_f_ug_L"	"Lead_tot_mg_kg_dw"	"Lead_uf_ug_L"	"Magnesium_f_mg_L"	"Magnesium_uf_mg_L"	"Malathion_ug_L"	"Manganese_f_ug_L"	"Manganese_tot_mg_kg_dw"	"Manganese_uf_ug_L"	"Mercury_f_ng_L"	"Mercury_ng_L"	"Mercury_tot_mg_kg_dw"	"Methoxychlor_ug_L"	"Mevinphos_ug_L"	"Molybdenum_f_ug_L"	"Molybdenum_uf_ug_L"	"Naled_ug_L"	"NH3_N_f_mg_L"	"NH3_N_uf_mg_L"	"Nickel_f_ug_L"	"Nickel_tot_mg_kg_dw"	"Nickel_uf_ug_L"	"NO2_N_f_mg_L"	"NO2_N_mg_L"	"NO3_N_f_mg_L"	"NO3_N_mg_L"	"NO3_N_uf_mg_L"	"NO3NO2_N_f_mg_L"	"NO3NO2_N_mg_L"	"NO3NO2_N_uf_mg_L"	"Nonachlor_trans_ng_g_dw"	"Nonachlor_trans_ug_L"	"P_uf_mg_L"	"Parathion_Ethyl_ug_L"	"Parathion_Methyl_ug_L"	"PCB008_ug_L"	"PCB015_ug_L"	"PCB018_ug_L"	"PCB027_ug_L"	"PCB029_ug_L"	"PCB031_ug_L"	"PCB033_ug_L"	"PCB044_ug_L"	"PCB049_ug_L"	"PCB052_ng_g_dw"	"PCB052_ug_L"	"PCB056_ug_L"	"PCB060_ug_L"	"PCB066_ug_L"	"PCB095_ug_L"	"PCB097_ug_L"	"PCB099_ug_L"	"PCB101_ug_L"	"PCB105_ug_L"	"PCB110_ng_g_dw"	"PCB110_ug_L"	"PCB114_ug_L"	"PCB118_ng_g_dw"	"PCB118_ug_L"	"PCB128_ug_L"	"PCB137_ug_L"	"PCB138_ug_L"	"PCB141_ug_L"	"PCB149_ug_L"	"PCB151_ug_L"	"PCB153_ug_L"	"PCB156_ug_L"	"PCB157_ug_L"	"PCB158_ug_L"	"PCB170_ug_L"	"PCB183_ug_L"	"PCB187_ug_L"	"PCB189_ug_L"	"PCB194_ug_L"	"PCB195_ug_L"	"PCB200_ug_L"	"PCB201_ug_L"	"PCB203_ug_L"	"PCB206_ug_L"	"PCB209_ug_L"	"PCT_SAFN_score"	"Permethrin_cis_ng_g_dw"	"Permethrin_cis_ug_L"	"Permethrin_trans_ng_g_dw"	"Permethrin_trans_ug_L"	"pH_fld_SU"	"pH_SU"	"Phenanthrene_ug_L"	"Pheophytin_a_particulate_ug_L"	"Phorate_ug_L"	"Phosphamidon_ug_L"	"PO4_P_f_mg_L"	"Potassium_f_mg_L"	"Potassium_uf_mg_L"	"Salinity_fld_ppt"	"Sand_0_0625_LT2mm_pct"	"SandCoarse_2_LT4_75mm_pct"	"SandFine_0_075_LT0_425mm_pct"	"SandMed_0_425_LT2mm_pct"	"Selenium_f_ug_L"	"Selenium_ug_L"	"Silica_SiO2_f_mg_L"	"Silica_SiO2_uf_mg_L"	"Silt_0_0039_LT0_0625mm_pct"	"Silt_0_005_LT0_075mm_pct"	"Silver_f_ug_L"	"Silver_tot_mg_kg_dw"	"Silver_uf_ug_L"	"Sodium_f_mg_L"	"Sodium_uf_mg_L"	"SpecificConductivity_fld_uS_cm"	"SpecificConductivity_uS_cm"	"Strontium_f_ug_L"	"Strontium_uf_ug_L"	"Sulfate_f_mg_L"	"SuspendedSediment_particulate_mg_L"	"TDS_f_mg_L"	"Tedion_ug_L"	"Terbufos_ug_L"	"Tetrachloroethylene_ug_L"	"Thiobencarb_ug_L"	"Tin_f_ug_L"	"Tin_uf_ug_L"	"Titanium_f_ug_L"	"Titanium_uf_ug_L"	"TKN_uf_mg_L"	"TN_mg_L"	"TN_uf_mg_L"	"TOC_pct_dw"	"TOC_uf_mg_L"	"Toluene_ug_L"	"TotalColiform_MPN_100mL"	"TotalMicrocystins_particulate_ug_L"	"TotalMicrocystins_particulate_ug_m2"	"Trichloronate_ug_L"	"Trimethylnaphthalene_235_ug_L"	"TSS_particulate_mg_L"	"Turbidity_fld_NTU"	"Turbidity_NTU"	"Vanadium_f_ug_L"	"Vanadium_uf_ug_L"	"Velocity_fld_ft_s"	"WaterTemp_fld_degC"	"XCMG_score"	"Zinc_f_ug_L"	"Zinc_tot_mg_kg_dw"	"Zinc_uf_ug_L"
"904M21713"	3	2015-06-26	2015-06-26	"904M21713_2015-06-26"	"bmi"	"904M21713_6/26/2015_BMI_RWB_1"	"Degraded"	0.519037682	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	304	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.65	NA	NA	NA	NA	NA	NA	NA	0.37	NA	NA	NA	NA	NA	NA	0.48	0.23	NA	NA	NA	NA	0.44	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.25	NA	NA	NA	NA	8.68	NA	NA	NA	NA	NA	NA	NA	NA	0.89	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1784	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.3	NA	NA	NA	0.675	31.54	0.33	NA	NA	NA
"904PS0034"	1	2008-05-13	2008-05-13	"904PS0034_2008-05-13"	"bmi"	"904PS0034_5/13/2008_BMI_RWB_1"	"Degraded"	0.525941789	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.79	NA	NA	NA	143.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14.9	NA	NA	NA	NA	NA	NA	0.46	NA	NA	NA	NA	NA	NA	0.99	0.55	456	NA	NA	NA	0.96	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.119	NA	NA	NA	NA	0.02695	NA	NA	NA	NA	0.402	NA	NA	NA	NA	0.216	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.39	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.182	NA	NA	NA	NA	NA	NA	NA	NA	NA	18.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	188	5.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.69	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA
"904S00537"	3	2009-05-04	2009-05-04	"904S00537_2009-05-04"	"bmi"	"904S00537_5/4/2009_BMI_RWB_1"	"Degraded"	0.450471752	"Unknown percent ambiguous individuals"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	264.37	256	275	NA	432	87871	425	NA	NA	NA	3.21	5.515	3.21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.24	0.445	0.27	NA	110	NA	49.38	NA	NA	NA	295	NA	NA	0.69	32.5	0.72	NA	NA	NA	NA	NA	5.18	27.6	5.37	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.99	5.405	NA	NA	NA	NA	NA	NA	0.6	NA	NA	NA	NA	NA	NA	0.95	0.75	684	NA	NA	NA	0.97	397	395	0.368	14.75	0.381	NA	NA	NA	203	737.5	196	NA	NA	NA	NA	NA	NA	NA	NA	0.0296	NA	7.98	13.15	7.67	0.0108	NA	3.43	NA	NA	NA	NA	NA	NA	NA	0.133	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.45	NA	NA	NA	NA	8	NA	NA	NA	NA	NA	0.0997	NA	NA	1.2	NA	NA	NA	NA	7.4	8.2	26.3	NA	NA	NA	NA	0.43	0.2	NA	NA	2411	NA	NA	NA	432	13.2	1645	NA	NA	NA	NA	NA	NA	NA	NA	0.78	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11.6	9.82	NA	NA	NA	0.7567	19.2	0.84	10	91.4	9.55
"904S02201"	1	2010-05-19	2010-05-19	"904S02201_2010-05-19"	"bmi"	"904S02201_5/19/2010_BMI_RWB_1"	"Degraded"	0.390751041	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	32.01	281	NA	NA	NA	96803	539	NA	NA	NA	9.265	10.95	10.06	NA	NA	NA	NA	NA	NA	44.2	0.0025	NA	NA	0.1	0.505	0.13	NA	148	NA	44.455	NA	NA	NA	509.5	NA	NA	0.595	48.65	1.045	NA	16.33333333	NA	NA	NA	1.485	65.35	3.5	8.36	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.975	NA	NA	NA	NA	NA	NA	0.91	NA	NA	NA	NA	NA	NA	0.13	0.05	697.5	NA	NA	NA	0.66	9.75	574	0.027	25.7	0.618	NA	NA	NA	121.5	556.5	155.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.595	21.75	6.715	0.0085	NA	0.9325	NA	NA	NA	NA	NA	NA	NA	0.1185	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.1165	NA	NA	NA	27.7	NA	NA	NA	5.84	6.385	37.65	NA	55.96666667	NA	0.08	0.41	NA	NA	NA	NA	NA	NA	NA	206	17.05	1385	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.5	7.51	NA	NA	NA	NA	NA	NA	NA	23.55	NA	NA	NA	NA	NA	NA	0.85	2.315	321	9.685
"904S02201"	1	2010-05-19	2010-05-19	"904S02201_2010-05-19"	"bmi"	"904S02201_5/19/2010_BMI_RWB_2"	"Degraded"	0.541414255	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	32.01	281	NA	NA	NA	96803	539	NA	NA	NA	9.265	10.95	10.06	NA	NA	NA	NA	NA	NA	44.2	0.0025	NA	NA	0.1	0.505	0.13	NA	148	NA	44.455	NA	NA	NA	509.5	NA	NA	0.595	48.65	1.045	NA	16.33333333	NA	NA	NA	1.485	65.35	3.5	8.36	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.975	NA	NA	NA	NA	NA	NA	0.91	NA	NA	NA	NA	NA	NA	0.13	0.05	697.5	NA	NA	NA	0.66	9.75	574	0.027	25.7	0.618	NA	NA	NA	121.5	556.5	155.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.595	21.75	6.715	0.0085	NA	0.9325	NA	NA	NA	NA	NA	NA	NA	0.1185	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.1165	NA	NA	NA	27.7	NA	NA	NA	5.84	6.385	37.65	NA	55.96666667	NA	0.08	0.41	NA	NA	NA	NA	NA	NA	NA	206	17.05	1385	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.5	7.51	NA	NA	NA	NA	NA	NA	NA	23.55	NA	NA	NA	NA	NA	NA	0.85	2.315	321	9.685
"904S02585"	3	2010-05-19	2010-05-19	"904S02585_2010-05-19"	"bmi"	"904S02585_5/19/2010_BMI_RWB_1"	"Good"	0.826565401	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.19	238	NA	NA	1.87	114734	32.1	NA	NA	NA	3.29	7.09	3.34	NA	NA	NA	NA	NA	NA	13.6	NA	NA	NA	0.03	0.61	0.03	NA	98.1	NA	26.195	NA	NA	NA	359	NA	NA	0.33	29.7	0.37	NA	11.8	NA	NA	NA	1.64	51.7	2.24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.6	NA	NA	NA	NA	NA	NA	0.71	NA	NA	NA	NA	NA	NA	0.94	0.98	569	NA	NA	NA	1.09	23.5	93.4	NA	22.8	0.04	NA	NA	NA	29.5	889	35.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.7	15	4.7	NA	NA	0.0411	NA	NA	NA	NA	NA	NA	NA	0.126	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.121	NA	NA	NA	42.9	NA	NA	NA	3.75	4.28	15.3	NA	45.2	NA	NA	0.32	NA	NA	NA	NA	NA	NA	NA	264	2	1160	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.4945	7	NA	NA	NA	NA	NA	NA	NA	5.6	NA	NA	NA	NA	NA	NA	0.67	1.49	193	2.13
"904S08089"	3	2010-05-20	2010-05-20	"904S08089_2010-05-20"	"bmi"	"904S08089_5/20/2010_BMI_RWB_2"	"Degraded"	0.782774856	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	30.12	312	NA	NA	NA	55514	16.33333333	NA	NA	NA	2.4	2.9	2.333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.056666667	0.44	0.06	NA	103.5	NA	109.785	NA	NA	NA	286	NA	NA	0.526666667	28.3	0.62	NA	9.15	NA	NA	NA	2.373333333	29.7	2.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17.8	NA	NA	NA	NA	NA	NA	0.49	NA	NA	NA	NA	NA	NA	0.18	0.78	595	NA	NA	NA	0.78	4.265	29.3	NA	27.7	0.026333333	NA	NA	NA	3.713333333	516	6.08	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.493333333	14.4	4.506666667	0.0412	NA	7.28	NA	NA	NA	NA	NA	NA	NA	0.03955	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.89	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0643	NA	NA	NA	45.7	NA	NA	NA	4.543333333	4.563333333	31.15	NA	45.15	NA	NA	0.23	0.05	NA	NA	NA	NA	NA	NA	343.5	2.1	1100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.38	5.29	NA	NA	NA	NA	NA	NA	NA	1.35	NA	NA	NA	NA	NA	NA	0.61	4.376666667	137	5.293333333
"904S08089"	3	2010-05-20	2010-05-20	"904S08089_2010-05-20"	"bmi"	"904S08089_5/20/2010_BMI_RWB_1"	"Good"	0.868276272	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	30.12	312	NA	NA	NA	55514	16.33333333	NA	NA	NA	2.4	2.9	2.333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.056666667	0.44	0.06	NA	103.5	NA	109.785	NA	NA	NA	286	NA	NA	0.526666667	28.3	0.62	NA	9.15	NA	NA	NA	2.373333333	29.7	2.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17.8	NA	NA	NA	NA	NA	NA	0.49	NA	NA	NA	NA	NA	NA	0.18	0.78	595	NA	NA	NA	0.78	4.265	29.3	NA	27.7	0.026333333	NA	NA	NA	3.713333333	516	6.08	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.493333333	14.4	4.506666667	0.0412	NA	7.28	NA	NA	NA	NA	NA	NA	NA	0.03955	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.89	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0643	NA	NA	NA	45.7	NA	NA	NA	4.543333333	4.563333333	31.15	NA	45.15	NA	NA	0.23	0.05	NA	NA	NA	NA	NA	NA	343.5	2.1	1100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.38	5.29	NA	NA	NA	NA	NA	NA	NA	1.35	NA	NA	NA	NA	NA	NA	0.61	4.376666667	137	5.293333333
"904S12185"	3	2011-05-24	2011-05-24	"904S12185_2011-05-24"	"bmi"	"904S12185_5/24/2011_BMI_RWB_1"	"Degraded"	0.768109139	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	40.08	323	NA	NA	NA	40811	32.4	NA	NA	NA	3.96	1.68	3.86	NA	NA	NA	NA	NA	NA	5.495	NA	NA	NA	0.01	0.2	0.01	NA	48.3	NA	29.35	NA	NA	NA	231	NA	NA	0.47	20.2	0.47	NA	7	NA	NA	NA	2.1	13.7	2.48	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.63	NA	NA	NA	NA	NA	NA	0.92	NA	NA	NA	NA	NA	NA	0.89	0.83	NA	596	NA	NA	1.03	9.45	34.3	NA	10	0.063	NA	NA	NA	24.3	514	31.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0526	3.5	8.62	3.66	0.07815	NA	NA	NA	NA	NA	6.49	NA	NA	NA	0.0671	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.79	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.09905	NA	NA	NA	63.3	NA	NA	NA	4.47	4.86	42.35	NA	29.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	336	NA	1325	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.705	0.7	NA	NA	NA	NA	NA	NA	NA	28.6	NA	NA	NA	NA	NA	NA	0.63	3.35	71.8	4.74
"904WE1125"	3	2002-05-23	2002-05-23	"904WE1125_2002-05-23"	"bmi"	"904WE1125_5/23/2002_BMI_TRC_1"	"Good"	0.795810314	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.58	NA	NA	NA	NA	NA	NA	5586.95	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	87.32	NA	NA	23.48	NA	NA	NA	251.04	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	60.77	NA	NA	NA	NA	NA	NA	3.39	NA	NA	NA	NA	NA	NA	0.94	NA	NA	NA	NA	NA	NA	0.88	0.73	NA	NA	NA	NA	1.1	NA	NA	NA	NA	NA	71.81	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.146	NA	NA	NA	NA	NA	NA	6.35	NA	NA	NA	NA	NA	NA	NA	0.057	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.49	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.25	NA	NA	NA	NA	NA	NA	NA	NA	28.96	NA	NA	NA	NA	NA	NA	230.31	NA	NA	NA	NA	NA	324.36	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.756	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	1	NA	NA	NA
"904WE1125"	3	2002-05-23	2002-05-23	"904WE1125_2002-05-23"	"bmi"	"904WE1125_5/23/2002_BMI_RWB_1"	"Degraded"	0.77768281	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.58	NA	NA	NA	NA	NA	NA	5586.95	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	87.32	NA	NA	23.48	NA	NA	NA	251.04	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	60.77	NA	NA	NA	NA	NA	NA	3.39	NA	NA	NA	NA	NA	NA	0.94	NA	NA	NA	NA	NA	NA	0.88	0.73	NA	NA	NA	NA	1.1	NA	NA	NA	NA	NA	71.81	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.146	NA	NA	NA	NA	NA	NA	6.35	NA	NA	NA	NA	NA	NA	NA	0.057	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.49	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.25	NA	NA	NA	NA	NA	NA	NA	NA	28.96	NA	NA	NA	NA	NA	NA	230.31	NA	NA	NA	NA	NA	324.36	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.756	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	1	NA	NA	NA
