"FinalID"	"Phylum"	"Class"	"Subclass"	"Order"	"Family"	"Tribe"	"Genus"	"Species"	"Variety"	"Poll_Tol_Class"	"pH_class"	"Salinity_class"	"Nitrogen_Uptake_class"	"Oxygen_class"	"Saprobity_class"	"Trophic_class"	"Moisture_class"	"Motility_class"	"Phosphorus_class"	"Nitrogen_class"	"TaxaGroup"	"GroupName"
"Surirella splendida"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Surirellales"	"Surirellaceae"	NA	"Surirella"	"splendida"	""	2	4	2	NA	2	2	4	2	"H"	NA	NA	NA	"Surirella"
"Surirella ovata"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Surirellales"	"Surirellaceae"	NA	"Surirella"	"ovata"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Surirella"
"Surirella ovata var. pinnata"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Surirellales"	"Surirellaceae"	NA	"Surirella"	"ovata"	"pinnata"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Surirella"
"Surirella tenera"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Surirellales"	"Surirellaceae"	NA	"Surirella"	"tenera"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Surirella"
"Synedra"	"Heterokontophyta"	"Bacillariophyceae"	"Fragilariophycidae"	"Fragilariales"	"Fragilariaceae"	NA	"Synedra"	""	""	2	NA	NA	NA	NA	NA	NA	NA	"N"	NA	NA	NA	"Synedra"
"Synedra rumpens"	"Heterokontophyta"	"Bacillariophyceae"	"Fragilariophycidae"	"Fragilariales"	"Fragilariaceae"	NA	"Synedra"	"rumpens"	""	2	3	2	NA	NA	NA	2	NA	"N"	NA	NA	NA	"Synedra"
"Synedra ulna"	"Heterokontophyta"	"Bacillariophyceae"	"Fragilariophycidae"	"Fragilariales"	"Fragilariaceae"	NA	"Synedra"	"ulna"	""	2	4	2	2	3	4	7	2	"N"	"L"	"L"	NA	"Synedra"
"Synedra acus"	"Heterokontophyta"	"Bacillariophyceae"	"Fragilariophycidae"	"Fragilariales"	"Fragilariaceae"	NA	"Synedra"	"acus"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Synedra"
"Synedra cyclopum"	"Heterokontophyta"	"Bacillariophyceae"	"Fragilariophycidae"	"Fragilariales"	"Fragilariaceae"	NA	"Synedra"	"cyclopum"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Synedra"
"Synedra girdle sp."	"Heterokontophyta"	"Bacillariophyceae"	"Fragilariophycidae"	"Fragilariales"	"Fragilariaceae"	NA	"Synedra"	"girdle"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Synedra"
"Synedra mazamaensis"	"Heterokontophyta"	"Bacillariophyceae"	"Fragilariophycidae"	"Fragilariales"	"Fragilariaceae"	NA	"Synedra"	"mazamaensis"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Synedra"
"Synedra parasitica"	"Heterokontophyta"	"Bacillariophyceae"	"Fragilariophycidae"	"Fragilariales"	"Fragilariaceae"	NA	"Synedra"	"parasitica"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Synedra"
"Synedra parasitica var. subconstricta"	"Heterokontophyta"	"Bacillariophyceae"	"Fragilariophycidae"	"Fragilariales"	"Fragilariaceae"	NA	"Synedra"	"parasitica"	"subconstricta"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Synedra"
"Synedra tenera"	"Heterokontophyta"	"Bacillariophyceae"	"Fragilariophycidae"	"Fragilariales"	"Fragilariaceae"	NA	"Synedra"	"tenera"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Synedra"
"Synedra ulna var. chaseana"	"Heterokontophyta"	"Bacillariophyceae"	"Fragilariophycidae"	"Fragilariales"	"Fragilariaceae"	NA	"Synedra"	"ulna"	"chaseana"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Synedra"
"Tabellaria flocculosa"	NA	NA	NA	NA	NA	NA	"Tabellaria"	"flocculosa"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Tabellaria"
"Tabularia fasciculata"	"Heterokontophyta"	"Bacillariophyceae"	"Fragilariophycidae"	"Fragilariales"	"Fragilariaceae"	NA	"Tabularia"	"fasciculata"	""	2	4	4	2	3	3	5	3	"N"	NA	NA	NA	"Tabularia"
"Thalassiosira weissflogii"	"Heterokontophyta"	"Bacillariophyceae"	"Coscinodiscophycidae"	"Thalassiosirales"	"Thalassiosiraceae"	NA	"Thalassiosira"	"weissflogii"	""	2	4	3	3	3	3	6	1	"N"	"H"	NA	NA	"Thalassiosira"
"Tryblionella"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Bacillariales"	"Bacillariaceae"	NA	"Tryblionella"	""	""	2	NA	NA	NA	NA	NA	NA	NA	"H"	NA	NA	NA	"Tryblionella"
"Tryblionella apiculata"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Bacillariales"	"Bacillariaceae"	NA	"Tryblionella"	"apiculata"	""	2	4	4	2	3	3	5	2	"H"	"H"	"H"	NA	"Tryblionella"
"Tryblionella compressa"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Bacillariales"	"Bacillariaceae"	NA	"Tryblionella"	"compressa"	""	1	NA	4	NA	NA	NA	NA	NA	"H"	NA	NA	NA	"Tryblionella"
"Tryblionella hungarica"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Bacillariales"	"Bacillariaceae"	NA	"Tryblionella"	"hungarica"	""	2	4	3	2	4	3	5	1	"H"	"H"	"H"	NA	"Tryblionella"
"Tryblionella levidensis"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Bacillariales"	"Bacillariaceae"	NA	"Tryblionella"	"levidensis"	""	2	4	3	2	3	3	5	1	"H"	"H"	NA	NA	"Tryblionella"
"Tryblionella levidensis v. salinarum"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Bacillariales"	"Bacillariaceae"	NA	"Tryblionella"	"levidensis"	"salinarum"	2	4	3	2	3	3	5	NA	"H"	NA	NA	NA	"Tryblionella"
"Tryblionella acuta"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Bacillariales"	"Bacillariaceae"	NA	"Tryblionella"	"acuta"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Tryblionella"
"Ulnaria contracta"	"Heterokontophyta"	"Bacillariophyceae"	"Fragilariophycidae"	"Fragilariales"	"Fragilariaceae"	NA	"Ulnaria"	"contracta"	""	2	4	2	2	3	4	7	2	"N"	NA	NA	NA	"Ulnaria"
"Ulnaria ulna"	"Heterokontophyta"	"Bacillariophyceae"	"Fragilariophycidae"	"Fragilariales"	"Fragilariaceae"	NA	"Ulnaria"	"ulna"	""	2	4	2	2	3	4	7	2	"N"	NA	NA	NA	"Ulnaria"
"Unknown pennate girdle sp."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Unknown"
