COMID	Reach Mod Status	Reach Mod Status Reasoning	Reach Flow Status	Reach Flow Status Reasoning
17590112	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
17572811	Unk	05YN_LULC_LikeDist	Perennial	05Y1_Per
20333500	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
20332670	Unk	05YN_LULC_LikeDist	Ephemeral	05Y3_Ephem
17594803	LikelyNat	06_LULC_Nat	Perennial	01_Fcode
20332530	LikelyNat	06_LULC_Nat	Perennial	04_Model13
17590336	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
20365137	LikelyNat	06_LULC_Nat	Perennial	05Y1_Per
20334468	LikelyNat	06_LULC_Nat	Intermittent	05Y2_Int
20325327	Unk	05YN_LULC_LikeDist	Ephemeral	05Y3_Ephem
20365115	LikelyNat	06_LULC_Nat	Intermittent	05Y2_Int
20325671	Unk	05YN_LULC_LikeDist	Perennial	01_Fcode
22561262	Unk	05YN_LULC_LikeDist	Intermittent	05Y2_Int
17586974	LikelyNat	06_LULC_Nat	Perennial	01_Fcode
20333800	LikelyNat	06_LULC_Nat	Intermittent	05Y2_Int
20330852	Unk	05YN_LULC_LikeDist	Perennial	01_Fcode
20329796	Natural	04Y_LULC_Nat	Intermittent	05Y2_Int
22561098	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
22548423	Unk	05YN_LULC_LikeDist	Perennial	01_Fcode
20362501	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
20348423	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
17564074	LikelyNat	06_LULC_Nat	Intermittent	05Y2_Int
20325251	LikelyNat	06_LULC_Nat	Intermittent	05Y2_Int
17572803	Unk	05YN_LULC_LikeDist	Perennial	01_Fcode
20325677	Unk	07_LULC_Dist	Perennial	01_Fcode
20332448	Unk	05YN_LULC_LikeDist	Perennial	05N1_SSURGO
17574911	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
17574225	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
20343323	LikelyNat	06_LULC_Nat	Ephemeral	05Y3_Ephem
20333460	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
17595205	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
17590118	Unk	05YN_LULC_LikeDist	Intermittent	05N2_RipVeg
22561236	LikelyNat	06_LULC_Nat	Intermittent	05N2_RipVeg
22563176	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
20363901	LikelyNat	06_LULC_Nat	Intermittent	05Y2_Int
17586848	Unk	05YN_LULC_LikeDist	Perennial	01_Fcode
20333302	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
22514836	Unk	05YN_LULC_LikeDist	Intermittent	05Y2_Int
22547509	LikelyNat	06_LULC_Nat	Intermittent	05N2_RipVeg
17574269	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
22561360	LikelyNat	06_LULC_Nat	Intermittent	05Y2_Int
20330878	LikelyNat	06_LULC_Nat	Intermittent	05Y2_Int
20333634	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
17591296	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
17573027	LikelyNat	06_LULC_Nat	Intermittent	05Y2_Int
17593555	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
20348239	Unk	05YN_LULC_LikeDist	Intermittent	05Y2_Int
17574925	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
22560992	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
17572843	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
22555310	LikelyNat	06_LULC_Nat	Perennial	05Y1_Per
17574205	Unk	05YN_LULC_LikeDist	Intermittent	05Y2_Int
20362607	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
20332492	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
22547465	Unk	05YN_LULC_LikeDist	Intermittent	05N2_RipVeg
17574031	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
22545229	Unk	05YN_LULC_LikeDist	Intermittent	05N2_RipVeg
17563578	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
20332490	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
17586714	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
17590148	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
17590238	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
22559002	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
17586824	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
20343517	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
20350835	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
20364923	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
20329536	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
17592076	Mod	02_Ftype_Mod	Ephemeral	02Y_UplandVeg
20342675	NA	01_Ftype_NA	NA	00_Ftype_NA_2
17574881	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
20343393	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
20329472	Unk	05YN_LULC_LikeDist	Intermittent	05Y2_Int
22514778	Unk	05YN_LULC_LikeDist	Intermittent	05Y2_Int
22556110	NA	01_Ftype_NA	NA	00_Ftype_NA_2
20342525	LikelyNat	06_LULC_Nat	Perennial	05Y1_Per
22554750	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
22591785	LikelyNat	06_LULC_Nat	Intermittent	05N2_RipVeg
17587616	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
20332576	Unk	05YN_LULC_LikeDist	Intermittent	05N2_RipVeg
22524711	LikelyMod	03_Dam	Perennial	05Y1_Per
20362717	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
20329836	Unk	05YN_LULC_LikeDist	Perennial	05N1_SSURGO
20351063	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
17586646	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
22561240	Unk	05YN_LULC_LikeDist	Intermittent	05Y2_Int
20342691	NA	01_Ftype_NA	NA	00_Ftype_NA_2
22545437	Unk	05YN_LULC_LikeDist	Intermittent	05N2_RipVeg
17590322	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
20350823	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
20362553	LikelyNat	06_LULC_Nat	Intermittent	05N2_RipVeg
20325357	Unk	05YN_LULC_LikeDist	Ephemeral	05Y3_Ephem
22548343	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
20325225	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
22516662	LikelyMod	03_Dam	Perennial	05Y1_Per
20365905	LikelyNat	06_LULC_Nat	Intermittent	05Y2_Int
20333186	LikelyNat	06_LULC_Nat	Intermittent	05Y2_Int
20329748	Unk	05YN_LULC_LikeDist	Perennial	05Y1_Per
22561206	LikelyNat	06_LULC_Nat	Intermittent	05Y2_Int
20334454	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
22561202	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
20325501	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
22523117	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
20364855	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
20326427	LikelyNat	06_LULC_Nat	Perennial	05Y1_Per
22555480	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
20325215	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
17574579	Natural	04Y_LULC_Nat	Ephemeral	02Y_UplandVeg
20364877	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
17564912	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
17590328	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
17570427	LikelyNat	06_LULC_Nat	Ephemeral	05Y3_Ephem
20326437	Unk	05YN_LULC_LikeDist	Perennial	05Y1_Per
20334518	LikelyNat	06_LULC_Nat	Intermittent	05Y2_Int
22548399	LikelyNat	06_LULC_Nat	Intermittent	05N2_RipVeg
20348631	Unk	05YN_LULC_LikeDist	Intermittent	05Y2_Int
20333246	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
20333514	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
17590330	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
20341893	NA	01_Ftype_NA	NA	00_Ftype_NA_2
17586694	Unk	05YN_LULC_LikeDist	Perennial	05Y1_Per
20333164	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
20362773	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
20333132	LikelyNat	06_LULC_Nat	Intermittent	05Y2_Int
22561120	Unk	05YN_LULC_LikeDist	Perennial	05Y1_Per
17590306	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
20348785	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
20365021	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
20326365	Unk	05YN_LULC_LikeDist	Perennial	01_Fcode
20364995	Unk	05YN_LULC_LikeDist	Intermittent	05Y2_Int
22560414	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
17564004	Unk	05YN_LULC_LikeDist	Perennial	05Y1_Per
22563398	Mod	02_Ftype_Mod	Perennial	05Y1_Per
20332974	LikelyNat	06_LULC_Nat	Perennial	01_Fcode
22557890	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
20332498	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
20329686	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
20333434	Unk	05YN_LULC_LikeDist	Intermittent	05Y2_Int
20341519	Unk	05YN_LULC_LikeDist	Ephemeral	05Y3_Ephem
20332760	Unk	05YN_LULC_LikeDist	Perennial	05N1_SSURGO
22563088	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
20329726	LikelyNat	06_LULC_Nat	Ephemeral	05Y3_Ephem
20350935	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
20333516	Unk	05YN_LULC_LikeDist	Perennial	05Y1_Per
20329542	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
20325393	Mod	02_Ftype_Mod	Intermittent	05Y2_Int
22558036	NA	01_Ftype_NA	NA	00_Ftype_NA_2
20341465	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
22535416	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
20341607	Unk	05YN_LULC_LikeDist	Perennial	05Y1_Per
20325345	Natural	04Y_LULC_Nat	Ephemeral	02Y_UplandVeg
20334670	NA	01_Ftype_NA	NA	00_Ftype_NA_2
22549419	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
22547427	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
20362525	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
17574565	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
22563360	NA	01_Ftype_NA	NA	00_Ftype_NA_2
20325301	Unk	05YN_LULC_LikeDist	Intermittent	05Y2_Int
20364973	Unk	05YN_LULC_LikeDist	Perennial	01_Fcode
22554836	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
17570401	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
20365143	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
22549105	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
948070259	NA	01_Ftype_NA	NA	00_Ftype_NA_2
20330000	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
20325183	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
22549473	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
20332930	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
22548461	Unk	05YN_LULC_LikeDist	Perennial	05Y1_Per
17574967	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
20332766	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
20330046	Unk	05YN_LULC_LikeDist	Perennial	05Y1_Per
17574507	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
20350941	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
20325707	Unk	05YN_LULC_LikeDist	Intermittent	05Y2_Int
20332772	Unk	05YN_LULC_LikeDist	Perennial	05N1_SSURGO
17572841	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
22563366	Unk	05YN_LULC_LikeDist	Perennial	05Y1_Per
22556250	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
20333792	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
22560896	Unk	05YN_LULC_LikeDist	Intermittent	05Y2_Int
17586886	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
22545137	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
20344447	Natural	04Y_LULC_Nat	Ephemeral	02Y_UplandVeg
20348719	LikelyNat	06_LULC_Nat	Intermittent	05N2_RipVeg
22602223	NA	01_Ftype_NA	NA	00_Ftype_NA_2
17591290	LikelyNat	06_LULC_Nat	Perennial	05N1_SSURGO
20329598	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
20326507	NA	01_Ftype_NA	NA	00_Ftype_NA_2
22555246	LikelyMod	03_Dam	Ephemeral	02Y_UplandVeg
17573709	Unk	05YN_LULC_LikeDist	Perennial	01_Fcode
20348383	Unk	05YN_LULC_LikeDist	Intermittent	05N2_RipVeg
20329774	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
22547409	LikelyNat	06_LULC_Nat	Intermittent	05Y2_Int
22549111	LikelyNat	06_LULC_Nat	Perennial	01_Fcode
20332784	Unk	05YN_LULC_LikeDist	Perennial	05N1_SSURGO
20333294	LikelyNat	06_LULC_Nat	Intermittent	05Y2_Int
20364925	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
20341451	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
17574905	LikelyNat	06_LULC_Nat	Intermittent	05Y2_Int
17574229	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
22514244	LikelyNat	06_LULC_Nat	Intermittent	05Y2_Int
20333674	LikelyNat	06_LULC_Nat	Intermittent	05Y2_Int
22548473	LikelyNat	06_LULC_Nat	Perennial	05Y1_Per
20362609	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
17574769	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
17586872	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
20325637	LikelyNat	06_LULC_Nat	Perennial	05Y1_Per
20348395	Unk	05YN_LULC_LikeDist	Intermittent	05Y2_Int
20325503	Unk	05YN_LULC_LikeDist	Perennial	05Y1_Per
20325395	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
20325167	LikelyNat	06_LULC_Nat	Perennial	05Y1_Per
22523163	LikelyMod	03_Dam	Ephemeral	02Y_UplandVeg
20355586	LikelyNat	06_LULC_Nat	Intermittent	05Y2_Int
20332770	Unk	05YN_LULC_LikeDist	Perennial	05N1_SSURGO
20332972	Unk	05YN_LULC_LikeDist	Intermittent	05Y2_Int
20326399	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
20365123	LikelyNat	06_LULC_Nat	Intermittent	05Y2_Int
20333496	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
22563092	Unk	05YN_LULC_LikeDist	Perennial	05Y1_Per
20333462	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
17564910	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
22555082	LikelyMod	03_Dam	Ephemeral	02Y_UplandVeg
20364853	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
17586518	LikelyNat	06_LULC_Nat	Intermittent	05Y2_Int
20333022	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
20333580	LikelyNat	06_LULC_Nat	Intermittent	05Y2_Int
22561204	LikelyNat	06_LULC_Nat	Intermittent	05Y2_Int
22560932	Unk	05YN_LULC_LikeDist	Intermittent	05N2_RipVeg
20330022	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
20325351	Unk	05YN_LULC_LikeDist	Intermittent	05Y2_Int
17574949	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
20341567	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
20332542	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
20325513	LikelyNat	06_LULC_Nat	Intermittent	05Y2_Int
22591275	Unk	05YN_LULC_LikeDist	Intermittent	05N2_RipVeg
22555198	LikelyMod	03_Dam	Perennial	05Y1_Per
20325699	Unk	05YN_LULC_LikeDist	Intermittent	05Y2_Int
22532950	Unk	05YN_LULC_LikeDist	Ephemeral	05N2_RipVeg
17591272	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
20325681	Unk	05YN_LULC_LikeDist	Perennial	01_Fcode
22555006	LikelyNat	06_LULC_Nat	Intermittent	05N2_RipVeg
20332764	Unk	05YN_LULC_LikeDist	Perennial	04_Model13
17563886	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
22524725	LikelyNat	06_LULC_Nat	Intermittent	05Y2_Int
17586884	LikelyNat	06_LULC_Nat	Intermittent	05Y2_Int
22558278	NA	01_Ftype_NA	NA	00_Ftype_NA_2
22563082	LikelyNat	06_LULC_Nat	Perennial	05Y1_Per
22558998	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
17586856	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
17586870	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
20341895	NA	01_Ftype_NA	NA	00_Ftype_NA_2
17590932	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
20333416	LikelyNat	06_LULC_Nat	Perennial	05Y1_Per
20331454	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
22601251	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
17590152	Unk	05YN_LULC_LikeDist	Intermittent	05N2_RipVeg
17590242	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
22557982	LikelyNat	06_LULC_Nat	Intermittent	05N2_RipVeg
20365119	LikelyNat	06_LULC_Nat	Intermittent	05Y2_Int
17587606	LikelyNat	06_LULC_Nat	Intermittent	05Y2_Int
20332594	LikelyNat	06_LULC_Nat	Perennial	04_Model13
20331252	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
20332762	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
20333054	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
20333304	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
20362527	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
17586806	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
20325337	Unk	05YN_LULC_LikeDist	Perennial	05Y1_Per
20325439	Unk	05YN_LULC_LikeDist	Ephemeral	05Y3_Ephem
22548355	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
20350527	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
20350909	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
17572875	Natural	04Y_LULC_Nat	Intermittent	05Y2_Int
20333176	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
22548365	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
20364787	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
20341979	LikelyNat	06_LULC_Nat	Perennial	01_Fcode
20329640	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
22545297	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
17572781	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
20362795	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
20333600	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
20333222	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
20333292	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
22548445	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
20329702	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
22555702	Unk	05YN_LULC_LikeDist	Perennial	05Y1_Per
948070460	LikelyNat	06_LULC_Nat	Intermittent	05Y2_Int
948070298	Unk	05YN_LULC_LikeDist	Perennial	05Y1_Per
20333524	Unk	05YN_LULC_LikeDist	Perennial	01_Fcode
17572853	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
20364939	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
20342571	Unk	05YN_LULC_LikeDist	Perennial	05Y1_Per
17586628	Unk	05YN_LULC_LikeDist	Intermittent	02Y_UplandVeg
20365155	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
20329612	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
20331176	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
20333120	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
20325437	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
17594719	Unk	05YN_LULC_LikeDist	Perennial	01_Fcode
20351093	LikelyNat	06_LULC_Nat	Perennial	05Y1_Per
22548393	Unk	05YN_LULC_LikeDist	Intermittent	05Y2_Int
20334690	NA	01_Ftype_NA	NA	00_Ftype_NA_2
22547137	Mod	02_Ftype_Mod	Intermittent	05N2_RipVeg
17574897	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
22548499	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
17590258	Unk	05YN_LULC_LikeDist	Intermittent	05N2_RipVeg
163864410	Unk	05YN_LULC_LikeDist	Perennial	05Y1_Per
17572833	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
17591226	LikelyNat	06_LULC_Nat	Perennial	05N1_SSURGO
20348703	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
20333760	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
20333384	Unk	05YN_LULC_LikeDist	Intermittent	05Y2_Int
22549583	LikelyNat	06_LULC_Nat	Intermittent	05Y2_Int
20363867	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
17594747	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
17586580	Unk	05YN_LULC_LikeDist	Perennial	05Y1_Per
20343095	Unk	05YN_LULC_LikeDist	Intermittent	05N2_RipVeg
22555964	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
22547407	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
20332642	LikelyNat	06_LULC_Nat	Perennial	05N1_SSURGO
22548263	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
22549391	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
20363899	Natural	04Y_LULC_Nat	Intermittent	05Y2_Int
20341539	LikelyNat	06_LULC_Nat	Perennial	05N1_SSURGO
17594751	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
22559032	LikelyNat	06_LULC_Nat	Intermittent	05N2_RipVeg
20333504	Unk	05YN_LULC_LikeDist	Intermittent	05Y2_Int
17563798	Unk	05YN_LULC_LikeDist	Intermittent	05Y2_Int
20330024	LikelyNat	06_LULC_Nat	Perennial	05N1_SSURGO
22554832	Unk	05YN_LULC_LikeDist	Intermittent	05N2_RipVeg
20333586	Unk	05YN_LULC_LikeDist	Intermittent	05Y2_Int
20341495	LikelyNat	06_LULC_Nat	Ephemeral	05Y3_Ephem
22550531	LikelyNat	06_LULC_Nat	Intermittent	02Y_UplandVeg
22555514	Unk	05YN_LULC_LikeDist	Perennial	05Y1_Per
22560620	Unk	05YN_LULC_LikeDist	Perennial	01_Fcode
22514706	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
17574525	Unk	05YN_LULC_LikeDist	Intermittent	05Y2_Int
20334674	NA	01_Ftype_NA	NA	00_Ftype_NA_2
17590102	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
17593541	LikelyNat	06_LULC_Nat	Perennial	01_Fcode
20332798	Unk	05YN_LULC_LikeDist	Perennial	04_Model13
22549121	LikelyNat	06_LULC_Nat	Perennial	05Y1_Per
20329746	Unk	05YN_LULC_LikeDist	Perennial	05Y1_Per
20333204	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
17570357	Natural	04Y_LULC_Nat	Ephemeral	02Y_UplandVeg
20325239	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
20332820	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
20334606	NA	01_Ftype_NA	NA	00_Ftype_NA_2
20331220	Unk	05YN_LULC_LikeDist	Perennial	05Y1_Per
20348713	Unk	05YN_LULC_LikeDist	Intermittent	05N2_RipVeg
22554676	Unk	05YN_LULC_LikeDist	Intermittent	05N2_RipVeg
20333094	Unk	05YN_LULC_LikeDist	Perennial	05Y1_Per
20329884	LikelyNat	06_LULC_Nat	Perennial	04_Model13
20325451	Unk	05YN_LULC_LikeDist	Intermittent	05Y2_Int
22535502	Unk	05YN_LULC_LikeDist	Intermittent	05N2_RipVeg
22561214	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
17586906	LikelyNat	06_LULC_Nat	Perennial	05Y1_Per
20329182	Unk	05YN_LULC_LikeDist	Intermittent	05Y2_Int
20348825	LikelyNat	06_LULC_Nat	Intermittent	05N2_RipVeg
20364701	LikelyNat	06_LULC_Nat	Intermittent	05Y2_Int
17574917	LikelyNat	06_LULC_Nat	Intermittent	05Y2_Int
20350817	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
17594767	LikelyNat	06_LULC_Nat	Intermittent	05Y2_Int
20365903	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
20325541	Unk	05YN_LULC_LikeDist	Perennial	05Y1_Per
17590284	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
22557788	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
20341767	Natural	04Y_LULC_Nat	Perennial	05Y1_Per
22535368	Unk	05YN_LULC_LikeDist	Perennial	05N1_SSURGO
20333306	Unk	05YN_LULC_LikeDist	Intermittent	05Y2_Int
22549115	LikelyNat	06_LULC_Nat	Perennial	01_Fcode
17586912	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
22555578	Unk	05YN_LULC_LikeDist	Perennial	05Y1_Per
